Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
4483,3,1,1971,1.723039322360581,1,1,921002.248222852
4889,4,2,1991,4.825217370695743,2,8,1064004.872579212
4072,1,1,2004,4.524819748918283,0,5,889695.2695039134
3974,4,3,2018,4.219934258572882,0,6,928059.7129533672
1492,4,1,2014,2.4333028875357985,1,2,366271.8455560513
3401,5,3,1996,3.5424726161645834,1,5,786584.6102391081
2560,4,2,2015,3.802574196508413,0,2,622100.1895022333
3814,4,1,1996,2.439890881804802,1,2,834587.5117736553
660,1,1,2016,3.5856524432013974,0,6,203447.4833684562
566,1,3,2010,1.087255688527329,0,1,158454.83915736206
3290,3,1,1954,3.759549828482928,1,10,696709.415289048
1622,3,2,1954,2.0120317654554896,1,2,325380.0022571336
3467,5,3,1953,3.891803316926021,1,4,760678.6016673865
2539,4,3,2006,1.47312737683938,0,8,572608.4313965299
2074,2,3,2010,1.4191104151047536,2,8,473734.215407891
3891,5,3,1990,0.8691065834516188,1,3,833111.8086328949
2146,5,2,1998,2.2201351338985624,0,4,510968.1406545
1863,4,2,1995,2.5840162122688017,2,4,450941.1354372639
3573,3,3,1995,0.6927689980360097,1,2,750481.7169351575
1354,2,3,2008,4.852686143868645,1,3,370260.6031667921
3569,3,3,1965,2.6405951810493145,2,8,769087.1879559917
3835,3,2,1958,4.011565382330714,2,9,806269.4033782159
2196,3,2,2009,0.7447583683504003,2,8,485376.42332357954
4643,1,3,2019,4.557123523791804,2,3,1021134.6211894122
1293,1,1,1968,3.173638382404059,1,5,279607.45517641783
3324,5,1,2018,2.018896096477185,2,7,759882.5851426219
630,3,3,1997,1.0142859649909075,1,8,173875.03721558454
2497,3,1,2000,1.6411285264836613,2,7,555012.7033097085
1100,5,3,2018,2.343826563993226,0,1,318266.2771320871
1667,1,2,1954,1.3653945321513237,1,8,302975.3037628076
2468,2,2,2014,0.9842638314193648,1,7,540221.2539417966
3944,2,3,1981,1.4024884003036993,2,10,822030.766712673
3274,5,3,2004,4.012502120992462,2,7,748220.493682927
4734,5,3,1969,3.773881536012927,0,4,1021159.6924822456
884,1,3,1964,4.072682236369841,1,2,217669.8849055049
3093,1,3,2011,0.6311983370994005,0,2,650748.6977489772
3051,1,2,1999,1.4980189018654335,0,6,624411.6024682868
1832,4,3,2007,1.0682201169847934,1,5,432387.0410257919
1199,1,1,1953,2.45927140779081,0,2,211038.85316259583
1831,4,3,2010,0.7105363023729583,1,9,432687.983790756
2868,1,2,1986,0.9436231716008556,1,10,581948.159950993
3848,4,2,2016,1.7531182801739855,1,3,841676.0140843305
4597,3,2,2016,3.680770351012435,0,9,1006939.6644174114
577,5,3,1971,2.0831225288465864,1,10,185557.6964804336
1166,5,2,2008,0.9111834718718416,1,10,319601.3915396029
3208,2,3,1951,4.267683532123289,2,2,672640.7862957919
2081,1,1,1966,3.866723718744585,0,5,424881.192942697
3572,4,3,1958,0.6911145916543993,1,3,729385.5524036873
2714,3,1,1967,3.413824091795134,1,4,574450.4841823126
3652,2,1,1968,0.9244734183096964,2,7,734985.0630470021
3499,5,1,2021,3.5004735940275373,1,5,804433.8093218554
3090,1,2,1954,3.0479675708867746,2,7,641013.919122572
2579,2,3,2010,2.70066098888429,1,5,603812.5887922472
724,2,2,1982,3.319056588546172,0,5,194628.72736203528
4144,3,2,1950,1.4684201587993675,2,3,834328.5793736472
3647,4,1,1993,4.695452412029949,2,5,827205.303959231
3824,1,2,2018,2.0609868936397358,0,6,802714.096172766
2193,4,1,1996,4.731886432853361,0,6,530004.3428420601
2459,1,1,1964,3.1047807561601664,0,4,491715.9476636626
2538,5,3,1968,0.784131318173261,0,2,551463.8888534079
2849,1,1,1996,3.7591453737461,1,5,604718.223692736
2982,1,3,1956,3.5660885595860696,0,4,626454.2784147046
3957,3,3,2022,2.813904680042026,0,5,885550.3826256534
2990,1,2,1986,3.9718042789931935,2,6,663456.3939054122
4223,1,1,2012,2.575251055642595,1,9,884677.6890798345
2517,5,1,1987,4.730824360634371,2,6,629609.0984680437
3401,5,1,2013,1.0149418337556135,2,2,756373.8420634224
1024,5,2,1998,3.995614994629496,2,1,323701.2441901499
4685,1,1,1956,4.70827439026922,2,6,955223.3951427988
2029,1,3,1966,4.2069532810960535,1,8,455122.0999589496
2343,1,3,1974,3.79851628832759,1,5,507554.9440535184
2182,3,3,1953,2.130940951771231,2,5,470978.4795328964
895,1,3,2021,2.146486143005962,1,6,235478.10213396215
1315,3,2,1981,2.757090649630768,0,7,308618.40727220185
3308,3,1,1978,4.3384189789876615,0,9,707483.440019593
3217,5,3,2012,4.368003786130716,2,7,779867.2165969982
2538,4,3,1998,4.892147143700917,0,10,611557.8808542505
4620,5,1,2017,0.914444393898154,1,5,985628.9692003924
3728,2,1,1984,1.629860466493255,0,6,771385.1497807608
2354,3,3,2005,3.5808178741923484,1,3,556236.7348047679
1782,2,1,1982,3.981481542030496,0,6,400585.46235503367
3766,5,1,1980,2.208275440032516,0,5,787281.7359378719
2125,3,1,1961,3.6865482570528143,1,2,454484.4215050965
1372,4,2,2015,2.5003771387257183,1,10,377431.0643911781
4527,4,2,1951,1.000117162994056,0,7,898403.5372117123
3262,2,3,2015,0.8941608383267587,1,3,696027.2851612554
3620,4,1,1978,2.228191872759952,0,5,738643.2007694525
4933,3,1,2015,4.7693497781737,2,7,1096158.2899088082
4688,5,3,1983,1.91671623208242,2,7,1004456.2194818492
3932,3,2,1970,4.94975989125124,2,5,865263.3836358162
760,2,1,2011,1.8337640309387755,2,3,211508.5901215244
4533,2,1,1971,2.856202462186753,1,6,940711.9831153804
841,5,3,1984,1.1210696915902327,2,7,238047.5927999937
4800,1,1,1974,4.582620249603826,2,1,1018026.9936582922
4033,3,2,1995,3.224665627366754,2,6,889107.6929684004
2876,3,2,2011,4.223104496717655,1,10,663568.5126665218
3238,2,1,2007,1.5668811883280305,0,7,676233.0768279255
1443,3,1,1991,1.1926377940230726,1,10,320689.2188217977
1323,4,1,1986,4.384109919810825,1,6,362719.62685852055
3475,1,1,1983,2.983447113895336,2,7,731899.435616318
1422,1,1,1958,4.837204223953131,1,1,313266.83650286886
3002,5,2,2014,2.4400058229365227,0,4,690243.7506863925
4209,4,2,1966,4.392331723018408,0,4,896600.4885198027
3657,3,1,1961,2.9720419020624096,0,10,747384.0608082061
1669,5,1,1978,4.087449826604432,2,9,416605.60725276713
4996,1,3,2014,4.252063779134723,1,1,1102533.6490590929
3677,5,2,1987,4.332174436868986,0,6,847131.2132821754
1858,1,2,1989,1.541660431608447,0,8,376032.361536576
864,5,3,2012,1.0958207607340458,0,7,250123.469112831
1848,2,2,1952,2.8403332750001766,0,8,381998.6086592969
1808,1,3,1968,3.967012494832954,1,5,402330.051233892
2455,5,2,1975,1.325535805176032,1,7,531945.983279591
3604,1,2,1966,3.3915992464563534,0,3,740286.5597469498
1752,2,1,1979,2.77078561073463,1,7,373171.5899458196
3845,3,1,2014,4.989302700131234,2,7,888020.5575222683
3551,2,2,1970,2.962568841892894,0,3,740281.2153448497
2893,2,2,2001,0.536265965039539,0,8,607535.6340463364
2016,1,1,2021,2.6074858367021605,0,3,450594.5679766036
2622,1,3,1971,3.4020630738156017,0,4,561747.2624036099
2824,5,2,1971,1.4616416370664778,2,6,591174.1368528144
3559,2,1,2003,3.2173294214312507,2,8,758946.7724048437
801,4,3,1973,4.733479848602754,2,10,258111.6713724362
2328,2,1,1968,4.417852466675708,1,9,527715.5373919866
4323,4,1,2006,2.8322427940144084,0,7,938864.8192625764
1399,2,2,2003,1.6805433505142555,0,3,310271.2636685363
654,5,2,1960,1.4327284058045042,2,8,158636.70310577296
835,5,3,2003,3.8825427741031366,2,2,294548.40256048914
2068,3,1,1965,1.397773917183238,1,5,414808.6543176996
1456,1,1,1983,2.541105499652754,0,6,297387.92248393584
3962,4,2,2016,2.979729289827196,0,6,868356.2431862867
3126,2,1,2014,3.211114238165548,0,1,708104.0557380343
2886,5,1,1957,2.9345130451744814,2,5,619360.9693678387
2794,2,2,2019,4.866059049866946,2,4,673649.8960889375
1004,4,1,1988,2.480261209292294,2,5,269874.7159038473
3766,3,2,1981,1.7856481732014404,2,1,799178.3100544005
3690,3,1,1996,4.888309891889787,0,9,814843.6877321303
1451,5,3,1972,1.940122924530764,1,8,338786.44407016825
1705,5,1,2003,1.166978579446961,2,10,400306.9574091656
3332,5,2,1962,1.751447817798604,2,2,704212.5239765074
2943,3,3,2018,3.350352831089572,1,2,690305.8227623077
2692,1,3,1959,1.0812850035939967,0,7,525408.9155105908
3622,1,3,1966,2.497567245439602,0,7,734501.9542665192
4606,4,2,1990,0.6252975840983603,2,8,974421.4462019108
509,2,1,2005,4.019228461686913,0,3,179398.43319315853
3306,4,3,1978,1.7503032344295448,1,8,708003.0797050629
4136,2,3,2017,2.112505955022532,0,3,894174.439544655
2843,5,1,2019,2.508988648084469,1,2,691113.9194565738
700,1,2,2000,2.258398185483367,1,7,199066.37891066872
3854,2,1,1974,3.2734152150480336,1,8,811129.4971755756
3239,1,1,1955,2.0103047284006026,1,2,638451.4027889116
4718,1,1,2016,3.0702303438006244,2,6,981510.89525884
3986,2,2,1959,0.5682959702907211,1,4,778486.8427341338
2935,4,2,2013,0.5601545746672804,1,9,656980.4604282172
4219,2,3,2014,3.132852989927914,1,7,909745.2997917284
1647,2,2,1979,0.5771740186183916,0,9,316130.2555576059
2761,2,2,1985,2.451967547081079,1,6,596339.5709584419
4002,3,1,2010,1.073162630515465,1,10,860129.7292090545
2688,2,3,1997,2.2904787900066035,0,10,601890.2919093702
3825,3,3,1991,3.30229527031775,1,10,843637.4594569862
1446,1,2,2010,0.916251970725337,0,9,316282.80679770344
4789,3,2,1968,1.9289956094127576,2,4,988358.2476373828
1528,4,1,1960,2.367370469300352,0,9,323118.7393152309
2693,3,3,1996,4.952442946008342,1,9,648718.3260877142
1062,2,2,1968,1.538575942669393,2,8,250362.35906874528
4915,5,2,1956,1.9939923240699435,1,3,1011770.8785945608
3256,4,1,1968,3.007897588914388,1,7,701609.1002837394
2656,5,2,2008,2.490135244338016,1,7,619516.332475993
4830,1,2,2010,2.550286203967632,2,4,1027285.7703285776
755,4,1,2017,2.4059656219635333,2,2,239234.57432207957
4521,5,3,2008,4.5621747970041024,2,2,1039730.2135109294
3691,5,2,1963,3.342395817873012,0,4,809046.2841762663
4607,4,1,1983,3.15476547260814,0,10,978190.835072989
2949,2,1,1997,2.4546267416354794,0,7,641526.9853657566
2582,3,2,1982,3.9219094025711225,1,6,587557.3219128358
3990,1,1,2020,2.051679234857764,0,8,851283.9163168798
3419,2,3,1999,4.130409037051067,1,10,772740.0707275409
2700,5,3,1965,3.1087677069375115,2,4,617900.4948407207
4926,2,1,1993,4.699072554837388,0,8,1041740.8589249004
1618,3,1,1959,1.9036035749151736,1,4,340874.6232811248
1171,3,1,1958,0.6937358122205086,1,6,206781.75744307123
1222,4,2,1974,2.644075720577298,0,8,291123.86737050366
4761,4,3,2000,2.4717952249985986,2,4,1041122.1131331322
1223,2,3,2017,0.7275163458179252,2,9,307116.6791374497
3008,4,2,2008,4.3855957865365855,2,4,716524.6919885611
505,5,3,1954,3.881538250067046,0,3,159121.4656145035
1796,4,2,1984,4.492036927506643,2,7,442278.7666177528
1370,2,2,1973,3.1482722082154497,1,4,304730.506229004
1748,4,1,2002,0.947959307639488,2,7,394408.5769492088
4670,4,3,1977,2.8093238769055047,0,10,1001847.3602497705
2500,2,2,1990,0.7330364992976759,1,8,517128.7578663306
1116,4,2,2000,0.7045362519610818,2,7,268244.1761186752
3572,2,2,1957,1.827825571689392,1,10,720713.4288162608
4514,4,3,2008,4.917683041345137,0,4,1046315.8960136625
4390,1,1,1960,4.19269440954464,2,5,912468.0479046734
3060,3,1,1969,2.9081855015615763,2,6,638284.4789553601
4725,4,2,1953,3.6562247850186056,2,2,993240.2813625648
2556,4,1,1983,4.771403119314011,2,8,607698.7371081988
2498,3,1,2013,1.6880195748175963,1,3,558598.6787614333
2399,4,1,1978,1.4154641381124105,1,10,513161.95119306416
3976,5,1,1955,3.90350421312299,0,3,827432.4143465807
2027,5,3,2002,4.467270379450989,0,10,539478.4031506823
4686,1,1,1968,1.7286827869751304,0,4,923773.1293560604
2469,5,1,1987,4.438031200511212,2,9,600564.2006890622
4046,1,3,1978,3.2012665723761664,1,7,863034.675749834
4841,2,1,1993,2.0916350896133027,0,1,987630.2411262016
3004,1,2,1993,4.082033310922775,0,9,647388.2995956682
3297,1,3,2004,2.544814195159788,1,9,740330.4672038732
2944,1,3,1996,4.03615690460768,1,3,660979.0474886918
4863,2,3,1983,4.7169902521385465,0,9,1047149.2482085732
955,3,1,2015,3.727042558124871,1,2,267185.2676416052
3804,3,1,1996,3.33517945315992,2,6,832386.3311958439
1495,3,2,1986,2.074752227883379,2,1,346932.6209008944
3736,1,1,1955,4.962632330176033,0,7,758293.3788835382
1023,4,1,1997,3.4612474273754934,2,2,287822.3768776313
3175,5,3,2004,4.040187533182891,1,4,744681.397063456
3656,2,2,2022,4.521358640057602,1,9,856066.3005338378
1750,5,2,1976,2.255541056097526,0,1,409947.2216361178
4256,3,2,1964,1.0490333610960008,1,2,852368.6069601658
4175,3,1,1972,2.633739333223939,1,9,869924.3421379088
4298,5,2,1984,2.2065194173120206,2,3,919295.8540615214
2470,2,3,1974,4.014137103737407,0,4,543160.4942000011
3885,2,3,1983,3.251014709974911,1,9,838719.430503504
4010,1,3,1980,3.534164789029246,1,8,854876.2983739193
2541,5,1,2005,1.4358036168022548,0,8,565562.7504321395
4634,2,3,1955,1.0165861726307606,0,3,915104.2350135812
1351,3,2,1992,0.7408150831086948,0,10,319748.76677475666
2885,1,3,1986,3.062680178775142,2,2,625227.045470116
2494,3,1,1990,4.112830440479957,1,3,578870.7619594942
598,4,2,1983,0.6905402544757273,0,7,155471.16626013073
1100,1,1,1976,3.370558435488327,1,2,241079.3234902556
4443,4,3,1976,4.741456728546074,1,1,981190.782911222
2292,1,2,2000,3.1153794067443044,2,1,512734.7788937932
2164,2,2,2005,2.3726541543827304,1,10,483350.32816846616
4244,2,3,1973,3.622125006353353,0,1,926488.454118578
742,1,2,2002,2.138507487547248,0,10,181191.0670440434
1419,2,3,1955,3.047322409016743,2,6,312202.08717502066
4631,3,1,2005,4.940280956753819,1,9,1015556.1485920788
2475,5,2,2011,4.235679423490632,0,3,594005.0065233838
3024,4,1,2001,4.480624818145345,1,9,698124.6114710766
967,3,2,2006,1.0938439383078278,0,5,240302.2199712505
1453,4,3,1970,3.551512239293939,0,4,367172.5872737959
2656,3,1,1982,3.1983240580696464,1,7,559262.3223593918
3179,1,2,1999,2.977122996963232,1,10,683723.1607044176
1702,2,3,1994,2.8023736213355632,0,8,402002.4844273374
1327,1,2,2016,2.1323912017961844,0,3,312914.00307582016
3827,3,2,2006,2.372981264804072,0,1,827143.776401641
3670,4,1,1995,4.247743558410841,2,10,838774.4840391098
1266,2,2,1959,1.931470011065624,0,10,241968.8432665446
2444,5,2,1960,0.64300317960796,2,9,523988.4313016928
1145,1,3,2008,0.919382538032126,1,3,275063.0991470561
1275,5,3,2006,2.191122571307388,1,4,354189.0054772034
2862,1,2,1968,4.767131920055357,0,2,613658.1099473296
1865,2,1,1960,1.393209835724071,0,7,366797.3447576696
2704,3,2,1950,1.1829893443299593,0,2,539133.0843265855
735,5,2,1973,3.416472655403555,0,9,198659.21988081493
4691,1,2,1985,3.010673503178153,2,8,971514.7620428528
4658,5,1,1975,1.1204837121020468,2,3,951484.5473650974
1566,3,3,1991,3.244737013682233,0,8,367024.37943296967
4272,3,3,2016,4.75301384940204,1,6,985260.854490162
3995,2,3,1981,3.4997768819571755,2,6,872258.3925462884
4677,4,3,1964,2.017862764103689,1,1,965304.8489878176
4969,2,3,2009,2.856139183496538,1,5,1064774.9343224152
891,2,2,2002,1.4325903489599523,1,9,209632.84147750464
4999,5,1,1952,4.662712289043565,2,5,1060976.488572305
3388,2,2,1987,2.679549918311789,0,1,705923.3148916194
875,5,1,1992,2.955119548064299,1,10,245941.05648799823
3940,2,1,1958,3.2170864636809324,0,10,804904.7205412153
4351,5,2,1971,3.630310935593261,2,1,944921.9815744858
1562,1,1,2003,3.2882716712521503,0,2,370689.5462510848
3349,4,3,1986,2.0186614655370416,1,5,738935.8194460399
3273,3,3,1950,4.336632297222542,0,10,688357.648480334
1012,2,2,1983,4.564841064690698,0,9,264395.09178796335
2125,2,1,2012,4.524193032153863,1,2,514184.1816653132
723,2,3,2020,3.084965401424926,0,8,236865.43918275135
1970,4,2,1952,4.413227371136498,2,8,453359.87163545546
4030,4,1,2004,0.97516195689488,0,1,844959.8412339088
2985,3,2,2006,4.620525045177424,2,5,717150.4421296231
1684,5,3,1988,3.994201861929581,1,8,440726.2848162878
3160,3,2,1974,1.358266944159026,0,6,645375.2217757016
3874,3,2,1990,1.5079214563928651,2,2,820831.6964017673
3998,4,2,1976,4.768263244481877,0,8,866618.3890237983
2316,3,3,1999,4.740725543010246,1,1,570289.0160760867
2430,2,1,1990,0.5616434768401155,2,10,497168.0883454792
594,2,2,2022,1.0104836769676253,1,9,158856.84303466187
4077,2,1,1989,4.687891143583819,2,6,886451.6346786668
4400,3,1,2017,4.521175639025592,2,1,987241.429730274
1754,2,2,1998,0.9197215105017644,2,4,398823.2673263778
3641,1,1,2013,1.3522703804818077,2,2,763296.5725547657
1414,5,1,1996,3.6519430962042674,2,9,372292.6033923184
4785,1,3,1992,0.9817573034938372,2,7,972746.6952602348
3412,3,2,1966,4.743778538331372,2,10,744040.0563316267
725,2,1,1980,1.608287084647392,2,6,165242.29785174478
4425,4,3,1989,3.599431433651144,0,9,967287.6138508852
3867,1,2,1952,1.8854887190731224,0,2,760436.8893623694
3636,3,2,2020,1.482169427121783,2,3,818671.3913349382
3783,4,3,1963,4.626239216904121,2,10,839074.0204275192
2302,5,2,1957,2.2060744626904114,2,3,501913.6471080413
4143,3,3,1969,4.953903860342006,1,8,891638.5086964626
2261,1,1,1962,0.8456334848117657,0,6,439898.8032648414
2356,4,2,1999,2.537661713949125,1,10,558796.2539569193
1562,2,3,1967,1.391429825241303,1,10,355453.1829292205
1428,4,2,1985,4.201225921806022,1,3,369407.96419171983
2000,3,1,2008,3.679854185604184,0,10,485622.401919989
1888,5,1,1982,4.725483899386899,2,4,477884.3169302657
2324,4,2,1968,0.622625053778668,2,10,506990.3247570412
2765,5,2,1992,4.124866611092257,0,5,652434.7052233267
2526,5,2,1978,2.679760335203821,2,6,567108.4842135326
1569,5,2,1969,1.0634925178257415,1,4,362679.08775021497
3247,1,2,2005,4.467035547233406,1,10,740174.0146550778
4354,2,2,2017,1.768635693071281,2,5,935626.95292811
1232,4,3,1964,2.028966090344797,2,9,297268.39963389
4996,5,1,2003,1.8681362260159984,0,8,1070454.2752476104
3233,2,2,1955,2.884465674898368,1,4,660507.8198303543
1332,4,1,2006,1.7701811168581978,0,7,317780.5942863934
3869,4,1,2009,3.283371764231835,1,1,878704.0956397129
4500,4,1,1996,1.8227709545760389,0,1,940080.4444014952
3554,5,2,2008,3.214364745266004,2,1,826606.0146181242
1228,2,1,1953,3.318450582452878,2,2,269736.4362439106
4102,1,1,1975,1.8242003148670145,2,4,838955.4538986462
3843,5,1,1985,3.813079145602249,2,8,853001.1125510683
2104,3,3,1984,1.0495018216592955,0,7,451409.4809711031
4269,3,1,1962,4.439325313048254,2,5,934942.0571329228
2555,4,3,1988,3.0173244157731065,2,5,602549.2781823011
1209,5,3,2011,3.865273584854323,2,2,368327.4567183169
3266,5,2,1983,3.7078069813742975,2,7,738226.711971728
1103,5,1,1985,3.770774739717069,1,1,280149.1863612468
4988,4,2,1968,1.3341775058713017,2,4,1026397.296612232
1515,2,1,1974,1.63690713779579,0,6,300935.18607341987
2954,5,1,1970,1.6620395884977202,1,4,627923.6171994702
1656,1,3,1976,4.608189521486104,2,10,392725.1966639868
1869,1,1,1980,3.018104845094039,2,10,396681.2860961783
3683,4,3,1989,2.362223593943581,0,5,801206.2036701888
1691,4,3,2011,1.751581199689756,2,2,427302.04370052734
2163,2,1,2019,3.446190839103346,0,7,521205.600976709
3677,1,1,2017,4.8301765097412055,1,9,806645.0448680979
2547,4,2,1986,3.715885737089259,2,8,586086.5685389101
4014,1,1,2013,1.5574742489061122,0,10,821146.2339055584
879,4,1,1996,0.7189594864777099,2,4,217010.48526715024
2257,5,1,1968,3.1310064057462115,0,2,501305.5489940659
3894,3,2,1975,1.2565315777968311,0,5,797034.4255040532
1484,5,1,2010,1.246554609668538,1,6,360372.9780385626
1865,4,2,1994,4.354220312431581,0,7,478566.0655908441
1363,4,1,1977,4.408878379205415,1,1,340069.229775934
